,Lot Number,Product,first_entry_date,last_entry_date,shop_order,requested_qty,resin,Formula Sheet,packaging,colorant,misc,purging solvent,label,PRINTER ACCESSORIES,lid component door,ifu,lid component rotor,lid assembly,LABEL,pad,lid component lid,lid component,lid component cap,lid component washer,lid component hood,lid component cowl,PAD,SILICON FLUID,label stock,rubber tip,container,lid,label kit,barrel,TRAY,tip cap,discontinued,fg,cannula,plunger,bracket key,Value Stream
3488,20C03163X,1181200777,2020-03-11,2020-04-01,192035,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
3489,20C03263X,8881512878,2020-04-01,2020-04-15,192036,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3490,20C03363X,8881512878,2020-04-15,2020-06-03,192037,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3491,20C03463X,8881512878,2020-03-12,2020-04-01,192038,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3492,20C03563X,8881512878,2020-03-18,2020-04-01,192039,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3493,20C03663X,8881412012,2020-03-24,2020-03-25,192040,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3494,20C03763X,8881412012,2020-03-25,2020-03-26,192041,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3495,20C03863X,8881412012,2020-04-01,2020-04-01,192042,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3496,20C03963X,8881412012,2020-03-31,2020-04-01,192043,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3497,20C04063X,4502570,2020-03-06,2020-03-06,192046,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3498,20C04163X,4502570,2020-03-07,2020-03-11,192047,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3499,20C04263X,4502570,2020-03-11,2020-03-11,192048,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3500,20C04363X,4502570,2020-03-11,2020-03-11,192049,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3501,20C04463X,4502570,2020-03-11,2020-03-11,192050,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3502,20C04563X,4502570,2020-03-11,2020-03-18,192051,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3503,20C04663X,4502570,2020-12-01,2020-12-01,192052,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3504,20C04763X,4502570,2020-03-12,2020-03-12,192053,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3505,20C04863X,8881907102,2020-03-12,2020-03-12,192054,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
3506,20C04963X,8881907102,2020-03-13,2020-03-18,192055,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
3507,20C05063X,8881907102,2020-03-18,2020-03-18,192056,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
3508,20C05263X,8881112599,2020-03-24,2020-03-25,192076,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
3509,20C05363X,5551761207,2020-03-30,2020-03-30,192078,0,,FS10013527,EXP6001,,,,,,,,,,,,,,,,,,,,,4101801,,,,,,,,,,,,Syringe
3510,20C05463X,8881907465,2020-03-12,2020-03-12,192079,0,0301001,FS10022250,5000109,,,,,4230505,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3511,20C05563X,8881112015,2020-05-13,2020-05-13,192084,0,0301001,DC00005796,5170588,0400145,,,,EXP5050,,PT00055216,,,,,,,,,,,,PT00009994,5241008,4101801,,,,R7642B,,,,,,,,Syringe
3512,20C05663X,8881112015,2020-03-15,2020-03-15,192085,0,0301001,DC00005796,5170588,0400145,,,,EXP5050,,PT00055216,,,,,,,,,,,,PT00009994,5241008,4101801,,,,R7642B,,,,,,,,Syringe
3513,20C05863X,412SE,2020-03-18,2020-04-29,192087,5784.624,0301001,FS20006457,CL63R1794,0400145,,,,PT00033970,,PT00055216,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,R7642B,,,,,,,,Syringe
3514,20C05963X,1181200777,2020-04-08,2020-04-29,192088,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
3515,20C06063X,1181200777,2020-04-09,2020-04-29,192089,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
3516,20C06263,8970,2020-03-24,2020-03-25,192097,0,RM165,FS10003203,R1528A,PT00065936,,,,,,PT00006610,,WP8979,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3517,20C06363,8932,2020-05-28,2020-06-04,192100,4430.000,RM165,FS20001205,RM054,PT00065936,,,,,,PT00012138,,PT00013703,,,,,,,,,,,R4415,,,WP8999,,,,,,,,,,Containers
3518,20C06463,31314886,2020-06-16,2020-06-17,192101,918433.991,RM106,FS10006080,,RM170,,,,,,PT00067913,,PT00075579,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3519,20C06563,8989PG2,2020-05-20,2020-05-20,192104,11410.000,RM176,FS10003741,R1700,PT00062563,,,,,,PT00012138,,PT00013694,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3520,20C06663,047,2020-05-18,2020-05-20,192106,36400.000,RM129,FS10026366,R1528A,PT00065936,,,PT00034301,,,PT00034377,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3521,20C06963,31323168,2020-05-06,2020-05-06,192109,480.000,RM129,FS10006146,RM054,PT00065936,,,PT00047930,,,PT00067912,,WP4810,,,,,,,,,,,,,,,,,,,,,,,,Containers
3522,20C07063,31353603,2020-05-18,2020-05-27,192110,412382.033,RM032,FS10006109,,RM170,,,,,,PT00067913,,PT00069525,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3523,20C07163,8507SA,2020-05-04,2020-05-06,192111,95299.813,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
3524,20C07363,8515,2020-07-06,2020-07-06,192113,250.000,,FS10003103,R9242D,,,,,,,,,,,,,,,,,,,,R4415,,,,,,R8535,,,,,,,Containers
3525,20C07463,85221R,2020-05-20,2020-05-23,192114,79560.000,RM171,FS10003118,,RM170,,,,,,PT00006610,,WP8520N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3526,20C07663,8529,2020-04-15,2020-04-15,192116,750.000,,FS10003128,R9249D,,,,,,,,,,,,,,,,,,,,R4415,,,,,,R8550,,,,,,,Containers
3527,20C07863,8539SA,2020-06-17,2020-06-17,192118,160.000,,FS10003141,R1073D,,,,,,,,,,,,,,,,,,,,R4415,,,,,,R9806,,,,,,,Containers
3528,20C07963,8611RC,2020-04-14,2020-04-15,192119,0,RM176,FS10028809,R1292D,RM074,,,,,,PT00006651,,PT00013694,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
3529,20C08063,8860NB,2020-06-10,2020-06-10,192120,2240.000,RM129,FS20002479,R1292D,PT00065942,,,PT00006677,,,CL63R98482,,PT00013699,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3530,20C08163,8935,2020-05-29,2020-05-31,192121,27480.000,RM165,FS20001205,R1292D,,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3531,20C08263,8936SA,2020-06-03,2020-06-03,192122,1680.000,RM165,FS20001205,R1292D,,,,,,,PT00012137,,WP7418,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3532,20C08463,8950SA,2020-04-28,2020-05-01,192124,263099.013,RM031,FS10003190,R1306D,PT00065936,,,PT00068806,,,CL63R9876B,R7013,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3533,20C08563,8982,2020-07-07,2020-07-08,192125,50400.000,RM129,FS10003217,R1528A,PT00062563,,,PT00068683,,,CL63R9960A,,,,,,,,,,,R5098,,R4415,,,WP8982,,,,,,,,,,Containers
3534,20C08763,8997SPG2,2020-05-20,2020-05-20,192127,2340.000,RM129,FS10003743,R1644A,PT00065936,,,,,,PT00012137,,WP7449,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3535,20C08863X,8881512878,2020-03-18,2020-04-22,192128,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3536,20C08963X,8881512878,2020-03-25,2020-04-08,192129,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3537,20C09063X,8881512878,2020-03-25,2020-04-22,192130,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3538,20C09163X,8881512878,2020-03-25,2020-04-08,192131,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3539,20C09263X,4502570,2020-03-13,2020-03-13,192132,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3540,20C09363X,4502570,2020-03-14,2020-03-14,192133,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3541,20C09463X,4502570,2020-03-15,2020-03-18,192134,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3542,20C09563X,4502570,2020-03-18,2020-03-18,192135,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3543,20C09663X,4502570,2020-03-18,2020-03-25,192136,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3544,20C09763X,4502570,2020-03-18,2020-03-25,192137,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3545,20C09863X,4502570,2020-03-23,2020-06-10,192138,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3546,20C09963X,4502570,2020-03-25,2020-03-25,192139,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3547,20C10063X,4502570,2020-03-25,2020-03-25,192140,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3548,20C10163X,4502570,2020-03-26,2020-03-26,192141,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3549,20C10263X,4502570,2020-03-27,2020-03-27,192142,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3550,20C10463,8507SA,2020-03-09,2020-03-11,192153,95299.757,RM171,FS10003086,CL63R1776,RM170,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3551,20C10563,8982,2020-04-01,2020-04-01,192162,18640.000,RM129,FS10003217,R1528A,PT00062563,,,PT00068683,,,CL63R9960A,,,,,,,,,,,R5098,,R4415,,,WP8982,,,,,,,,,,Containers
3552,20C10663,8982,2020-03-16,2020-03-18,192168,15440.000,RM129,FS10003217,R1528A,PT00062563,,,PT00068683,,,CL63R9960A,,,,,,,,,,,R5098,,R4415,,,WP8982,,,,,,,,,,Containers
3553,20C10763,8985,2020-04-16,2020-04-22,192169,33480.000,RM129,FS10003221,R1644A,PT00062563,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3554,20C10863X,8881907102,2020-03-25,2020-03-25,192170,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
3555,20C10963X,8881907102,2020-03-25,2020-03-25,192171,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
3556,20C11063X,8881907102,2020-04-20,2020-04-20,192172,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
3557,20C11263X,8881907102,2020-04-23,2020-04-23,192174,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
3558,20C11463,V8870,2020-07-06,2020-07-08,192175,6650.000,RM129,FS10029848,CL63R1769B,PT00065942,,,PT00006652,,,CL63R98234,,PT00013699,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3559,20C11663,31143699,2020-05-11,2020-05-13,192180,51200.000,RM157,FS10007061,R1697,PT00065936,,,,,,PT00033501,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3560,20C11863,8303SA,2020-06-24,2020-06-25,192182,43164.182,RM157,FS10003077,R1378B,PT00065936,,,,,,PT00052518,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3561,20C11963,8506SA,2020-05-26,2020-05-27,192183,95299.813,RM171,FS10003084,CL63R1776,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3562,20C12163,8507MW,2020-06-08,2020-06-10,192185,12153.074,RM165,FS10007689,CL63R1776,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3563,20C12263,8507SA,2020-05-18,2020-05-20,192186,95299.813,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
3564,20C12363,8527R,2020-06-09,2020-06-24,192187,17100.000,RM171,FS10003126,PT00049846,RM170,,,,,,PT00012105,,WP8526,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3565,20C12463,8541SA,2020-05-12,2020-05-13,192188,1318.000,RM032,FS10007851,,RM170,,,,,,PT00006610,,WP8540,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3566,20C12563,8860,2020-06-08,2020-06-10,192189,6880.000,RM129,FS10003162,R1292D,PT00065942,,,PT00006652,,,CL63R98234,,PT00013699,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3567,20C12663,8964,2020-04-22,2020-04-22,192190,4800.000,RM165,FS10003195,R1471B,,,,,,,PT00006610,,WP8964,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3568,20C12963,8985PG2,2020-05-26,2020-05-27,192194,0,RM129,FS10003744,R1644A,PT00062563,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3569,20C13163X,8881112599,2020-03-31,2020-04-01,192202,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
3570,20C13263X,8881112599,2020-03-30,2020-04-01,192203,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
3571,20C13363X,8881112599,2020-04-08,2020-04-08,192204,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
3572,20C13463X,8881512852,2020-12-31,2020-12-31,192205,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3573,20C13563X,8881512852,2020-04-01,2020-04-15,192206,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3574,20C13663X,8881512852,2020-04-03,2020-04-15,192207,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3575,20C13763X,4502570,2020-03-25,2020-03-25,192208,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3576,20C13863X,4502570,2020-03-25,2020-03-25,192209,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3577,20C13963X,4502570,2020-03-25,2021-12-30,192210,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3578,20C14063X,4502570,2020-03-26,2021-12-30,192211,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3579,20C14163X,4502570,2020-03-27,2020-03-27,192212,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3580,20C14263X,4502570,2020-03-28,2020-04-01,192213,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3581,20C14363X,4502570,2020-03-28,2020-04-01,192214,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3582,20C14463X,4502570,2020-04-01,2020-04-01,192215,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3583,20C14563X,4502570,2020-03-28,2020-03-28,192216,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3584,20C14663X,4502570,2020-04-01,2020-04-01,192217,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3585,20C14763X,4502570,2020-04-15,2020-04-15,192218,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3586,20C14863X,4502570,2020-04-01,2020-04-01,192219,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3587,20C14963X,4502570,2020-04-01,2020-04-01,192220,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3588,20C15063X,4502570,2020-04-01,2020-04-01,192221,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3589,20C15163X,4502570,2020-04-02,2020-04-02,192222,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3590,20C15263X,4502570,2020-04-03,2020-04-03,192223,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3591,20C15363X,6492743,2020-03-28,2020-03-28,192224,0,0301001,FS20003116,5000109,,,,,X9901,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3592,20C15463,31142222,2020-04-08,2020-04-08,192235,38640.000,RM165,FS10026364,R1528A,PT00065936,,,,,,PT00033501,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3593,20C15563,8536SA,2020-04-29,2020-04-29,192236,92046.240,RM171,FS10003137,CL63R1780,,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3594,20C15663,8536SA,2020-07-20,2020-07-22,192237,89328.096,RM171,FS10003137,CL63R1780,,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3595,20C15763,8537SA,2020-04-06,2020-04-08,192238,68571.360,RM171,FS10003139,CL63R1780,RM170,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3596,20C15863,8537SA,2020-05-18,2020-05-20,192239,118609.920,RM171,FS10003139,CL63R1780,RM170,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3597,20C15963,8537Y,2020-03-23,2020-03-25,192240,28540.512,RM171,FS10003140,CL63R1780,RM260,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3598,20C16063,V8536,2020-03-30,2020-04-08,192241,52262.496,RM171,FS10003253,CL63R1706,,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3599,20C16163,V8536,2020-05-26,2020-05-27,192242,80061.696,RM171,FS10003253,CL63R1706,,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3600,20C16563,8507SA,2020-03-23,2020-03-25,192252,95299.757,RM171,FS10003086,CL63R1776,RM170,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3601,20C16663,8939,2020-07-20,2020-07-22,192260,0,RM129,FS10003188,R1690,PT00062563,,,,,,PT00012137,,WP7417P,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3602,20C16763,31300878,2020-03-30,2020-04-01,192262,0,RM171,FS10002818,PT00044733,RM260,,,,,,PT00006643,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3603,20C16863,1522SA,2020-05-11,2020-05-13,192263,42519.859,RM129,FS10003045,R1302D,PT00065936,,,,,,PT00006610,R7013,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3604,20C17263,8507SA,2020-05-26,2020-05-27,192267,96928.870,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
3605,20C17363,8537SA,2020-07-17,2020-07-17,192268,65585.520,RM171,FS10003139,CL63R1780,RM170,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3606,20C17463,8608U,2020-08-05,2020-08-05,192269,2880.000,RM168,FS20001166,R1644A,RM074,,,,,,PT00067917,,WP7449,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
3607,20C17663,8836SA,2020-07-13,2020-07-15,192271,2466.000,RM093,FS10006504,,,,,PT00068805,,,CL63R98234,,WP8836P,,,,,,,,,R5098,,R4415,,,,,,,,,,,,,Containers
3608,20C17763,8906,2020-07-15,2020-07-15,192272,756.000,RM129,FS10003169,CL63R1796,RM026,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3609,20C18063,8991,2020-06-01,2020-06-03,192276,0,RM165,FS10003231,R1700,,,,,,,PT00012105,,WP7483,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3610,20C18163,8998PG2,2020-05-11,2020-05-12,192277,6230.000,RM176,FS10003738,RM054,PT00065936,,,,,,PT00012138,,PT00013694,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3611,20C18263,80-8705,2020-05-11,2020-05-11,192278,1584.000,RM165,DC00041675,R1644A,,,,PT00046145,,,PT00034294,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3612,20C18363,89651,2020-04-01,2020-04-01,192279,24120.000,RM165,FS10003196,R1300D,PT00065936,,,,,,PT00006610,,WP8965N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3613,20C18463,8533SA,2020-06-02,2020-06-03,192290,0,RM004,FS10003133,,,,,,,,PT00006610,,,,,,,,,,,,,R4415,,PT00096177,,,,,,,,,,,Containers
3614,20C18563X,8881512852,2020-04-05,2020-04-15,192293,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3615,20C18663X,8881512852,2020-04-06,2020-04-15,192294,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3616,20C18763X,8881412012,2020-04-07,2020-04-08,192295,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3617,20C18863X,8881412012,2020-04-07,2020-04-08,192296,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3618,20C18963X,8881412012,2020-04-14,2020-04-15,192297,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3619,20C19063X,8881412012,2020-04-29,2020-06-10,192298,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3620,20C19163X,4502570,2020-04-01,2020-04-01,192299,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3621,20C192057,R7611,2020-03-02,2020-03-02,192057,6998.532,RM004,FS10008159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3622,20C192058,WP8510,2020-03-02,2020-03-02,192058,604.574,RM093,FS10002964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3623,20C192059,WP7483,2020-03-03,2020-03-03,192059,3254.160,RM093,FS10002955,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3624,20C192062,WP8980-C,2020-05-01,2020-05-01,192062,0,RM004,FS10002991,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3626,20C192064,WP8980-C,2020-06-03,2020-06-24,192064,0,RM004,FS10002991,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
